"Gene","logFC","AveExpr","t","P.Value","adj.P.Val","B","Regulation","...9","...10"
"ENDOG",0.786635956767334,1.84047672383652,5.81090933986257,5.91372194340132e-08,4.78388153313412e-07,7.70390838269651,"Up",NA,"'ENDOG',"
"SIX1",0.786620143536043,2.76542604044665,3.92136042028628,0.000151984769403438,0.000525786704152122,0.148240744231501,"Up",NA,"'SIX1',"
"RPLP0",0.785627168863545,8.99422850223963,5.9484807122838,3.13365963968407e-08,2.71148398761105e-07,8.32196391250927,"Up",NA,"'RPLP0',"
"ADAM15",0.78540446850845,5.06509252915028,6.16442385183052,1.14043937345978e-08,1.1260143565198e-07,9.30695671481927,"Up",NA,"'ADAM15',"
"CSK",0.785097419814044,4.1368058068206,8.05213326402861,9.45430071484995e-13,3.17449001576193e-11,18.5154484503841,"Up",NA,"'CSK',"
"GDPD1",0.784733620085849,1.56255687465868,5.72068506044175,8.93389701787025e-08,6.8665652036112e-07,7.30275393524149,"Up",NA,"'GDPD1',"
"SPINT1",0.7845457205366,5.78782988286777,5.47920326437322,2.6523983319474e-07,1.78909556615034e-06,6.24621264275841,"Up",NA,"'SPINT1',"
"RUVBL1",0.784456595225305,3.31627430487247,8.70190965469697,3.17506809448929e-14,1.72606529208159e-12,21.8542347947962,"Up",NA,"'RUVBL1',"
"PPDPF",0.783007549217085,8.24224909415534,4.83431893065006,4.27650364991907e-06,2.15726638137039e-05,3.55925540406131,"Up",NA,"'PPDPF',"
"DDAH1",0.782503284910349,4.61184903573658,5.87339379510012,4.43580617523954e-08,3.70482101494858e-07,7.98368617982193,"Up",NA,"'DDAH1',"
"LYPLA1",0.781500950139462,4.48618753939969,5.32014732497839,5.3592828341833e-07,3.34104642488711e-06,5.56461353910019,"Up",NA,"'LYPLA1',"
"KIFC1",0.781030054697713,1.70515508125874,6.40126645337629,3.69521877046775e-09,4.19495749293747e-08,10.4068197045041,"Up",NA,"'KIFC1',"
"PSAT1",0.780683010591883,3.81227888052919,4.53980786587445,1.4228920670676e-05,6.36399277596887e-05,2.40465059055295,"Up",NA,"'PSAT1',"
"CFAP69",0.780506099719701,2.44361254704672,3.77286709906927,0.000259461116129252,0.000844948608881605,-0.356830951750322,"Up",NA,"'CFAP69',"
"RTN4RL2",0.780177542220536,0.937877303704878,6.9279695411972,2.83479639567185e-10,4.4676782539553e-09,12.9181670169044,"Up",NA,"'RTN4RL2',"
"CXCL10",0.779436471138781,2.48178221670429,2.91561300771659,0.00428716140972992,0.0102138111790957,-2.9630188893075,"Up",NA,"'CXCL10',"
"OXLD1",0.778453890776384,4.0440914719858,7.99708404136641,1.25700253554312e-12,4.07473829830841e-11,18.2354355493133,"Up",NA,"'OXLD1',"
"COL2A1",0.778337079865018,0.821805885507429,2.97579744725392,0.00357953733747531,0.00871900640169675,-2.79826934094375,"Up",NA,"'COL2A1',"
"INSM1",0.778174290070198,0.678719282313459,4.41125439913517,2.37013861538445e-05,9.99144979197146e-05,1.91625028455075,"Up",NA,"'INSM1',"
"SLC12A2",0.777813388046381,3.84106728202726,3.60805844266286,0.000462157764612476,0.0014100173256074,-0.899651791559633,"Up",NA,"'SLC12A2',"
"GSC",0.777785945377166,0.934486422645395,8.33165909565205,2.21044068983776e-13,9.13482118565081e-12,19.9446434408048,"Up",NA,"'GSC',"
"DSC2",0.776682491958321,2.59025698534296,4.01408398855594,0.000108086973398648,0.000388136257847098,0.471101718148132,"Up",NA,"'DSC2',"
"NUDT9",0.776664465814519,4.37178660997772,6.76821977444,6.22803340071018e-10,8.83925859342441e-09,12.1476236971382,"Up",NA,"'NUDT9',"
"RSRP1",0.776606987882617,3.66547911253569,4.81839249671227,4.56897288009376e-06,2.29151176902231e-05,3.4955876458242,"Up",NA,"'RSRP1',"
"GRIN1",0.776467930335819,1.18153863870425,6.61919746341107,1.28963870421101e-09,1.68140903434107e-08,11.435577652183,"Up",NA,"'GRIN1',"
"GNPNAT1",0.776221414649531,3.21648697939335,5.97908368009668,2.71820315147193e-08,2.3997437779017e-07,8.46047201251178,"Up",NA,"'GNPNAT1',"
"INHBB",0.775965781140339,3.36624592344339,3.54292353482346,0.000577802889401019,0.00172368897236633,-1.10890781049673,"Up",NA,"'INHBB',"
"RPUSD1",0.775760877276605,3.21599112884235,8.31334728362831,2.43203653897355e-13,9.915977549306e-12,19.8506619336196,"Up",NA,"'RPUSD1',"
"BYSL",0.775721634967675,3.41541725202331,8.47873684089742,1.02459814829784e-13,4.78652423959293e-12,20.7011453195517,"Up",NA,"'BYSL',"
"FAM234B",0.775422897792489,2.70886801304169,5.42094760152943,3.43613842633814e-07,2.26096918211428e-06,5.99521319018118,"Up",NA,"'FAM234B',"
"EPOP",0.774923335730716,1.44640174065769,7.0982283004031,1.21630437186292e-10,2.14036759696032e-09,13.7471472698034,"Up",NA,"'EPOP',"
"TELO2",0.774352400664914,3.60990323889945,9.10443576399288,3.79028440411207e-15,2.79166673086738e-13,23.947282939148,"Up",NA,"'TELO2',"
"HIPK2",0.772882388560887,3.63876570915046,5.84805190527258,4.98541538640501e-08,4.12239010629578e-07,7.87002560983584,"Up",NA,"'HIPK2',"
"HGH1",0.772750829810188,3.63453016982948,7.52710809679583,1.40062257299630e-11,3.31825835516868e-10,15.8672820486204,"Up",NA,"'HGH1',"
"RAP1GAP2",0.772706951014445,2.59030114255975,5.21481045157778,8.4867290932026e-07,5.04289504282494e-06,5.11978243624313,"Up",NA,"'RAP1GAP2',"
"PCDHB2",0.772270037116278,1.23139342965422,5.21670105143374,8.41737096100108e-07,5.00493808507961e-06,5.12771906162132,"Up",NA,"'PCDHB2',"
"ZG16B",0.77151540185704,5.321346801979,2.77627981224859,0.00644456454767729,0.0146358841263053,-3.33328624382723,"Up",NA,"'ZG16B',"
"PHLDB3",0.771268643339136,2.71909612684311,6.28997601420716,6.28954318350959e-09,6.67159092857062e-08,9.88755421139463,"Up",NA,"'PHLDB3',"
"B3GNT6",0.771140541381794,0.706639718724409,3.35964726757775,0.00106699330586407,0.00297235011818104,-1.68125554410801,"Up",NA,"'B3GNT6',"
"PDE3B",0.770925892988488,2.4063764504164,4.7087155359011,7.18031502121485e-06,3.4462083868674e-05,3.06090543000859,"Up",NA,"'PDE3B',"
"WDR90",0.770913769211944,1.9350824257139,7.50058733339904,1.60275634748912e-11,3.73417696980054e-10,15.7349580067276,"Up",NA,"'WDR90',"
"PCED1A",0.770807600755079,3.94519564167372,6.75209641597609,6.74037861840027e-10,9.46347085654876e-09,12.0702627862981,"Up",NA,"'PCED1A',"
"PABPN1",0.770739704601835,2.86917136872889,6.77943561360158,5.89453186390597e-10,8.43805008041586e-09,12.2014831078894,"Up",NA,"'PABPN1',"
"RACK1",0.770679228008998,8.29066384823385,6.62998858059453,1.22368590718566e-09,1.60804653098225e-08,11.4869115148247,"Up",NA,"'RACK1',"
"RPL6",0.770561095760654,8.14927270935771,7.53524492055591,1.34383580948979e-11,3.20450455563192e-10,15.9079105108469,"Up",NA,"'RPL6',"
"TRPM2",0.770240228359186,1.30959242557555,5.58433338528006,1.65640641452007e-07,1.18002806425989e-06,6.70304580541119,"Up",NA,"'TRPM2',"
"LSM7",0.770168296041573,4.81113608229347,7.04877063062407,1.55637276956728e-10,2.62742190470573e-09,13.5055474542247,"Up",NA,"'LSM7',"
"TMEM241",0.768840857091043,1.77547711609418,8.45205785115278,1.17818095690229e-13,5.4071993363762e-12,20.5637080086752,"Up",NA,"'TMEM241',"
"SELENOH",0.768833051970976,2.96917355396969,8.07065586327199,8.5893347731732e-13,2.92710427176831e-11,18.609777832792,"Up",NA,"'SELENOH',"
"AK5",0.768708889041418,1.02861155801727,4.72840356328655,6.62367070010845e-06,3.20667821383994e-05,3.13844649034257,"Up",NA,"'AK5',"
"ABCA2",0.768493453540894,3.29865391121305,6.68440676868233,9.38596702831088e-10,1.27752662994878e-08,11.7463279960646,"Up",NA,"'ABCA2',"
"SLC22A23",0.768282298805815,2.96569565325331,4.63187792113969,9.81920141225566e-06,4.57778287381985e-05,2.76035785330385,"Up",NA,"'SLC22A23',"
"DHCR24",0.76795863311033,6.29757376323904,2.77027305214529,0.00655673367719202,0.0148573746864644,-3.34889511012582,"Up",NA,"'DHCR24',"
"SAC3D1",0.767603214668061,2.7883077412158,7.42845830641163,2.31090007363741e-11,5.18561434214509e-10,15.3758479285032,"Up",NA,"'SAC3D1',"
"EIF4EBP3",0.767253321489917,2.12313222102512,9.02934309777883,5.64067866030537e-15,3.96279370804376e-13,23.5556910328074,"Up",NA,"'EIF4EBP3',"
"LIME1",0.766168959670879,1.20054123777663,6.37966025515864,4.09843532627094e-09,4.59840415661333e-08,10.3056770362968,"Up",NA,"'LIME1',"
"NOXA1",0.765804704081678,3.031346524626,5.0052417625111,2.08601628100714e-06,1.12864850085535e-05,4.25104851609776,"Up",NA,"'NOXA1',"
"ZNF577",0.765177131580558,1.91675705993915,7.26907752717953,5.16680639818166e-11,1.01480522224931e-09,14.5865104434038,"Up",NA,"'ZNF577',"
"PDIA2",0.76475676849173,0.690289507951138,4.96729389078547,2.44947870289978e-06,1.30519772424642e-05,4.09613096051255,"Up",NA,"'PDIA2',"
"FAM221A",0.763864756484078,1.39819659633864,6.32745510212755,5.26049710058642e-09,5.74003823412853e-08,10.0619506349894,"Up",NA,"'FAM221A',"
"TP53I11",0.763776454422016,4.27303788550416,4.4203867840635,2.28644792039625e-05,9.68334285044234e-05,1.95062314586536,"Up",NA,"'TP53I11',"
"LETM1",0.762631360012402,2.98063694193319,9.2350948335183,1.89592854701401e-15,1.56701497012479e-13,24.6297013105479,"Up",NA,"'LETM1',"
"TMEM256",0.761807397562801,4.393948084176,5.34999729083924,4.70050247776689e-07,2.97606163808978e-06,5.69163119814306,"Up",NA,"'TMEM256',"
"AADAT",0.761600222092747,2.72795326026244,4.13680578793372,6.82974327491974e-05,0.000257805519032205,0.907036752968151,"Up",NA,"'AADAT',"
"DECR2",0.760708265987586,2.89620820124021,6.92346993191976,2.89861331936753e-10,4.55646048980786e-09,12.8963648616723,"Up",NA,"'DECR2',"
"PLD6",0.760556193752808,2.28855581206617,7.05227752839418,1.52943173928897e-10,2.58672223609744e-09,13.5226575524736,"Up",NA,"'PLD6',"
"TESMIN",0.759943067681415,1.51204373956865,8.4895953669895,9.67953676582572e-14,4.5686413065781e-12,20.757109310389,"Up",NA,"'TESMIN',"
"NAA10",0.759800349997169,3.05831795744718,7.5486608752562,1.25515316264125e-11,3.00874378855709e-10,15.9749292347337,"Up",NA,"'NAA10',"
"MON1B",0.759318028561461,3.78578870217084,4.68723113092621,7.83946175385243e-06,3.73002366230447e-05,2.97653587812094,"Up",NA,"'MON1B',"
"ATAD3A",0.759016024712045,3.04204227410102,7.51703598858456,1.47422320338105e-11,3.47238830889001e-10,15.8170099802527,"Up",NA,"'ATAD3A',"
"FRAT2",0.758138232291593,3.24323067082574,6.43455713946941,3.14929368301989e-09,3.64082268443299e-08,10.5629667488978,"Up",NA,"'FRAT2',"
"TMED3",0.757580466167632,3.30599697884978,6.81618623307212,4.92069683602668e-10,7.20781462765544e-09,12.3782198120801,"Up",NA,"'TMED3',"
"TRIP13",0.757396767338907,1.39021821981575,7.91159139859083,1.95451648476265e-12,5.92059670160442e-11,17.8015899225854,"Up",NA,"'TRIP13',"
"HMGB3",0.757063309728419,3.03807352903504,5.95743115732942,3.00608601004483e-08,2.61721482647659e-07,8.36243551865955,"Up",NA,"'HMGB3',"
"CHI3L1",0.756275132176041,1.19270226946378,3.64153773625373,0.000411596590075676,0.00127202104285588,-0.790921786193798,"Up",NA,"'CHI3L1',"
"CDCA5",0.756261382784392,1.49840708514106,7.65669062464464,7.23421847360577e-12,1.86113006533638e-10,16.5159522471065,"Up",NA,"'CDCA5',"
"SLC13A3",0.75585139783617,2.08913298709142,4.37363759766596,2.74707119236368e-05,0.000114196637231941,1.77519396961857,"Up",NA,"'SLC13A3',"
"RPL31",0.75525832963558,7.07271300965953,5.71639126790462,9.11032086406806e-08,6.98024836002799e-07,7.28374763522274,"Up",NA,"'RPL31',"
"MRPL36",0.755178167397371,4.52449201762827,6.50427779762415,2.25074887048754e-09,2.72627180824439e-08,10.8911745156852,"Up",NA,"'MRPL36',"
"GLB1L2",0.75492203978676,4.04175466716994,4.12478654631909,7.14663788067113e-05,0.000268325770870173,0.863914122770863,"Up",NA,"'GLB1L2',"
"PCSK1N",0.754430586618601,2.59208462068628,2.79104678433247,0.00617620735231922,0.0141071156055349,-3.29478849625818,"Up",NA,"'PCSK1N',"
"ATP13A1",0.753748938802009,3.78338562219279,8.21060063278921,4.15347351218152e-13,1.54515982023437e-11,19.3242301766984,"Up",NA,"'ATP13A1',"
"NHP2",0.75370785470795,4.80469816563279,7.81546303619882,3.20598112695604e-12,8.99546102380631e-11,17.3153174193274,"Up",NA,"'NHP2',"
"SLC52A2",0.753215889325171,3.79871726482294,7.09746165754995,1.22096708743547e-10,2.14650479490821e-09,13.7433973913112,"Up",NA,"'SLC52A2',"
"SLC7A11",0.753112333217402,0.893433229121181,6.60246238421026,1.3989253780901e-09,1.79949091240801e-08,11.3560397512803,"Up",NA,"'SLC7A11',"
"ZNF217",0.752685583126123,4.12927968640543,5.40353082967096,3.71160493868989e-07,2.41611460477938e-06,5.92047383941232,"Up",NA,"'ZNF217',"
"TTR",0.752640769987181,0.784022601884945,3.17659727514951,0.00192478365553663,0.00503625530039135,-2.22802203347044,"Up",NA,"'TTR',"
"MRPS2",0.752507365304219,4.11512256701553,7.78288168044533,3.79008117992368e-12,1.0394838263136e-10,17.1508873252872,"Up",NA,"'MRPS2',"
"AP1S1",0.751861354660683,5.09400862477943,5.99965475888825,2.469888210159e-08,2.20395593779991e-07,8.5537806754159,"Up",NA,"'AP1S1',"
"CAMK2B",0.751681494505456,1.54827822304889,4.25926112896289,4.28188770099728e-05,0.000169255487440849,1.35158114866714,"Up",NA,"'CAMK2B',"
"TWIST1",0.751331068403836,1.43204124719346,5.27304750385371,6.58623959558927e-07,4.02894348469637e-06,5.36505453446894,"Up",NA,"'TWIST1',"
"PLA1A",0.750445539332752,2.95386923454232,2.61578649932792,0.0101267440130463,0.0218079587529243,-3.74014432799042,"Up",NA,"'PLA1A',"
"LRP3",0.750305401289032,3.70300588096236,5.0097998352593,2.04606155307815e-06,1.10900179016396e-05,4.26970647909504,"Up",NA,"'LRP3',"
"ZNF652",0.750295859386066,2.60669975611514,6.85684437044683,4.02791487461934e-10,6.10571726969268e-09,12.5742019158926,"Up",NA,"'ZNF652',"
"ZMYND19",0.750032534258077,3.51143022236138,9.54400368752507,3.67039360613581e-16,3.89787265172539e-14,26.2476563044281,"Up",NA,"'ZMYND19',"
"COX6A1",0.749902244252431,5.71130216647308,6.27958810939423,6.60829821286396e-09,6.96923644088759e-08,9.83930428510375,"Up",NA,"'COX6A1',"
"CBR3",0.749306325631605,2.42767214002831,6.13694687390087,1.29814968208203e-08,1.24734361351448e-07,9.18065288672863,"Up",NA,"'CBR3',"
"TMEM120B",0.748869178653006,1.58700528864255,10.4867937809042,2.39556865992563e-18,5.3362752612441e-16,31.2082902933512,"Up",NA,"'TMEM120B',"
"ALKBH2",0.748220614261181,3.24007272527386,7.9643141509,1.48894279281743e-12,4.70536834837424e-11,18.068990642716,"Up",NA,"'ALKBH2',"
"ODC1",0.748201714821056,6.41345059832137,4.53597800754077,1.44487536614362e-05,6.45283458141303e-05,2.38996004511378,"Up",NA,"'ODC1',"
"NWD1",0.747653446879693,2.58987973203192,4.13755144942387,6.81053386201329e-05,0.000257186709786096,0.909715068904776,"Up",NA,"'NWD1',"
"TOR2A",0.747561650872946,2.54169392097454,7.84626070883144,2.7363949887343e-12,7.883752502243e-11,17.4709269468138,"Up",NA,"'TOR2A',"
"PPM1E",0.747465773162597,1.22438001341671,4.58188749387491,1.20167938382119e-05,5.47241975190175e-05,2.56661853521504,"Up",NA,"'PPM1E',"
"CYSRT1",0.746695577117087,1.39046872759342,8.08141815595481,8.12339171355425e-13,2.77868676104461e-11,18.6646121986123,"Up",NA,"'CYSRT1',"
"ARFIP2",0.746674832629447,4.52558859914642,6.60544697323708,1.37878617730108e-09,1.77608662303114e-08,11.370218397056,"Up",NA,"'ARFIP2',"
"RPS7",0.746159278179849,7.37106596255478,5.40658643186838,3.66176253409498e-07,2.39133909359238e-06,5.93357599205693,"Up",NA,"'RPS7',"
"KLF15",0.744723977207664,3.43162434013798,4.55715283030152,1.32731435026566e-05,5.99078920730231e-05,2.47128881088083,"Up",NA,"'KLF15',"
"GTF3C1",0.744483956506455,4.73575585154859,5.63528852903879,1.31628071098473e-07,9.63654647969821e-07,6.92622170500012,"Up",NA,"'GTF3C1',"
"ZNF613",0.743989972893615,2.96933637166738,4.56495031785595,1.28639760954947e-05,5.82482368270468e-05,2.50130297649774,"Up",NA,"'ZNF613',"
"LAS1L",0.743955120249465,3.08240269903035,6.47626048167522,2.57649772088498e-09,3.07596780194019e-08,10.7590921699773,"Up",NA,"'LAS1L',"
"MCOLN2",0.743811949096105,0.932546834854469,6.388255875316,3.93307447607753e-09,4.42933567131982e-08,10.345895852146,"Up",NA,"'MCOLN2',"
"YDJC",0.743391623282287,3.59736436216249,6.56754092202367,1.65727915886153e-09,2.09317283046413e-08,11.1903490950805,"Up",NA,"'YDJC',"
"RPL13A",0.742884216124956,9.88166047423205,6.05801481672336,1.88054915862501e-08,1.72874237199016e-07,8.81938161053813,"Up",NA,"'RPL13A',"
"THEM6",0.742024282104049,4.19358494132195,5.72064242993261,8.93563204258393e-08,6.8665652036112e-07,7.30256519482104,"Up",NA,"'THEM6',"
"TRUB2",0.741888450619471,3.01498704353139,9.58823594943464,2.90019563563017e-16,3.29037102362861e-14,26.4797702888519,"Up",NA,"'TRUB2',"
"RRP9",0.740821613061209,4.02499492168572,7.76542509820799,4.14533683593595e-12,1.12509246129578e-10,17.062870457789,"Up",NA,"'RRP9',"
"LBH",0.740543093714958,4.70413988565595,4.01175425712693,0.000109023552913411,0.000391088809410126,0.46292038428072,"Up",NA,"'LBH',"
"SLC6A11",0.740333419058231,1.02940788817155,6.28441014364198,6.45840084515896e-09,6.8278101796488e-08,9.86169705201592,"Up",NA,"'SLC6A11',"
"TWNK",0.740061001006022,2.21871032968297,7.42317621647213,2.373559593659e-11,5.28080871349273e-10,15.3495950882992,"Up",NA,"'TWNK',"
"ZWINT",0.739722626784259,2.6235283200932,5.53106824860017,2.10385029317522e-07,1.45234049339148e-06,6.47097118747064,"Up",NA,"'ZWINT',"
"GNG5",0.73967330238131,3.23371101020407,7.44167505553462,2.16121140003904e-11,4.89835220296735e-10,15.4415645722464,"Up",NA,"'GNG5',"
"HES6",0.739525348849512,1.70290105567328,5.35246457294661,4.64973677801185e-07,2.94903097177654e-06,5.70214876919131,"Up",NA,"'HES6',"
"ACLY",0.738701293462762,5.82479176630151,4.43484082213483,2.1597833005826e-05,9.20271992193149e-05,2.00512763643291,"Up",NA,"'ACLY',"
"RNF157",0.736825055136751,1.14562314200628,4.6519475157645,9.0510890678104e-06,4.24896409438768e-05,2.83853837849486,"Up",NA,"'RNF157',"
"FBXW9",0.736430190551807,2.78204626682345,7.41400510906471,2.48638109950143e-11,5.49833379703306e-10,15.3040280468141,"Up",NA,"'FBXW9',"
"FBRSL1",0.735324185256546,3.0376049824958,7.76666279125711,4.11909438055172e-12,1.11963360052318e-10,17.0691090566922,"Up",NA,"'FBRSL1',"
"RRM2",0.735136328432829,1.58410331651273,5.74908940015161,7.84838553748611e-08,6.14745326877021e-07,7.4286797298337,"Up",NA,"'RRM2',"
"STXBP2",0.734681642165796,3.67625998795353,6.48530641428153,2.46653836540687e-09,2.95628541880065e-08,10.801709521947,"Up",NA,"'STXBP2',"
"SPINK8",0.734468471457395,1.14126198010554,3.18314739267406,0.0018853246227107,0.00494292228483332,-2.20889488472781,"Up",NA,"'SPINK8',"
"ZNHIT2",0.734406616171939,3.22776204987911,6.78959284469807,5.60777642068343e-10,8.07183956660391e-09,12.2502907651396,"Up",NA,"'ZNHIT2',"
"D2HGDH",0.734213483786634,2.99142149334707,6.31139718257464,5.6793103812567e-09,6.11303968320771e-08,9.98717069563173,"Up",NA,"'D2HGDH',"
"MRPL17",0.733636782891821,4.41741252811028,9.09733528819585,3.93555349289514e-15,2.8754728040489e-13,23.910235693899,"Up",NA,"'MRPL17',"
"COL10A1",0.733074482474655,0.882763396978668,3.74956255895891,0.000281826079484942,0.000909511513758294,-0.43473388631608,"Up",NA,"'COL10A1',"
"ZNF579",0.732959982654879,2.26063965958411,6.6655680380528,1.02895938828188e-09,1.38096783147369e-08,11.6564194047884,"Up",NA,"'ZNF579',"
"SLC25A42",0.731622138229824,2.90588987192063,7.40406363446658,2.61469233372891e-11,5.75421327324003e-10,15.2546547587538,"Up",NA,"'SLC25A42',"
"ATP6AP1",0.730204368333091,5.84721316783884,6.2092578946334,9.22665464531015e-09,9.3518966902333e-08,9.51363688388553,"Up",NA,"'ATP6AP1',"
"PGLS",0.730079264457903,4.74486908683467,6.75137681712114,6.76419140480068e-10,9.48960984639703e-09,12.0668118935052,"Up",NA,"'PGLS',"
"CRB3",0.729989763574019,3.52022067942848,5.58776686391124,1.63100536678665e-07,1.16477936694267e-06,6.7180483093106,"Up",NA,"'CRB3',"
"PHF21B",0.729472960558299,0.820606447480093,5.32273796774496,5.29870515648495e-07,3.30779727916453e-06,5.57562056529993,"Up",NA,"'PHF21B',"
"ABCG1",0.728876663312889,2.58862843693064,6.13696934518174,1.29801231514523e-08,1.24734361351448e-07,9.18075606744198,"Up",NA,"'ABCG1',"
"SMARCA4",0.728106952687298,3.74754455305137,7.21414786677748,6.80906824893952e-11,1.30325594027291e-09,14.3158591749597,"Up",NA,"'SMARCA4',"
"MOGS",0.72709324761195,4.61468153486482,8.86914271423428,1.31525963124772e-14,8.08906815635381e-13,22.7219304981963,"Up",NA,"'MOGS',"
"PDCD2L",0.726661857016284,2.03287982624283,9.8822580862382,6.04880541143909e-17,8.49903689579588e-15,28.0248202294367,"Up",NA,"'PDCD2L',"
"ZNF121",0.725145664291804,2.58140322311121,9.22650910407134,1.98429735759556e-15,1.63266556458741e-13,24.5848200445979,"Up",NA,"'ZNF121',"
"B4GALT3",0.724924113551378,4.07169876564531,8.48689159331917,9.81759684528182e-14,4.61800229837432e-12,20.7431728722153,"Up",NA,"'B4GALT3',"
"PHF12",0.724479211011781,3.33469538980163,6.34474779037505,4.84349829180277e-09,5.35216816685235e-08,10.1425803336831,"Up",NA,"'PHF12',"
"ANKRD13B",0.723432555686269,1.5606228059479,5.89212981590252,4.0681752653716e-08,3.43071511529444e-07,8.0678848153706,"Up",NA,"'ANKRD13B',"
"ZNF524",0.723359182324192,3.82416443634278,8.78631485546709,2.03574705697116e-14,1.18047478548048e-12,22.291813083022,"Up",NA,"'ZNF524',"
"ZNF316",0.723028588484741,2.85750286217226,8.36167637790962,1.88983553842099e-13,7.97222539140827e-12,20.098801947481,"Up",NA,"'ZNF316',"
"SHMT2",0.722802395578172,4.02180108938566,6.93565028306505,2.72905832347283e-10,4.32716834518704e-09,12.9553957647259,"Up",NA,"'SHMT2',"
"QPCTL",0.722614457801924,2.99848629377969,7.41499778945888,2.47391704095441e-11,5.48404959588267e-10,15.3089593110428,"Up",NA,"'QPCTL',"
"UCK2",0.72252772341723,2.56356216608485,7.99319853469395,1.28250733989777e-12,4.14624408328719e-11,18.2156907321232,"Up",NA,"'UCK2',"
"RPS8",0.721466351150806,9.2524845654462,5.71626404698585,9.11559992550113e-08,6.98136470604628e-07,7.28318461550407,"Up",NA,"'RPS8',"
"FBXL6",0.721418653917519,2.51181401523599,6.39932244120585,3.72983538345597e-09,4.2316256592675e-08,10.3977129690533,"Up",NA,"'FBXL6',"
"RABL6",0.720930579688473,4.25372212104143,7.96666413596709,1.47097973269858e-12,4.65665785051511e-11,18.0809205857969,"Up",NA,"'RABL6',"
"SDSL",0.720926803242419,3.48585012926078,6.59513119432832,1.4496357275592e-09,1.86079031620495e-08,11.3212238981734,"Up",NA,"'SDSL',"
"HDHD5",0.720568129030438,3.67693710517928,8.28240250485938,2.85786281016212e-13,1.12746699979312e-11,19.6919523629327,"Up",NA,"'HDHD5',"
"SLC27A5",0.720148715785888,1.36589786785483,5.91938538832896,3.58624496294103e-08,3.06534162344786e-07,8.19061985434824,"Up",NA,"'SLC27A5',"
"MACROD1",0.719774580849707,3.89200905904835,5.59058024205466,1.61047666503466e-07,1.1527024593857e-06,6.73034515240346,"Up",NA,"'MACROD1',"
"NME4",0.719506959711262,6.09751571447754,5.60648496753288,1.49909684284078e-07,1.08402624431234e-06,6.79992739561961,"Up",NA,"'NME4',"
"BCAT2",0.719310335335715,4.03952619855035,6.35533218685323,4.60452509727749e-09,5.11906606371701e-08,10.1919823236404,"Up",NA,"'BCAT2',"
"SLC7A1",0.719153382064834,3.61007237047449,6.11402891448131,1.44596273401205e-08,1.37276274945239e-07,9.07551831618871,"Up",NA,"'SLC7A1',"
"PET100",0.718500928307076,2.07421896838327,6.96439464553293,2.36685006692332e-10,3.80236440830443e-09,13.0948641126987,"Up",NA,"'PET100',"
"MLST8",0.718471832393468,3.91407862856596,7.80753834430519,3.33924316575199e-12,9.3263938326645e-11,17.2753051857296,"Up",NA,"'MLST8',"
"MYDGF",0.717590662270078,6.19785299635348,6.83846671788046,4.40965202730097e-10,6.58061306623199e-09,12.4855585718204,"Up",NA,"'MYDGF',"
"TLE3",0.717522320254117,3.69146613338606,6.95015361092508,2.53992661413039e-10,4.05544576343581e-09,13.0257380009278,"Up",NA,"'TLE3',"
"SS18L2",0.717196695777516,3.42612978569264,6.00999365711244,2.35365028135277e-08,2.11365663909488e-07,8.60073873378465,"Up",NA,"'SS18L2',"
"MRPS34",0.717189465807457,5.75922202137319,7.39160957926465,2.78473370332017e-11,6.09173003890374e-10,15.1928345007685,"Up",NA,"'MRPS34',"
"NPRL3",0.717099774474345,3.26348713153107,8.87928434469059,1.2467052444539e-14,7.77212218266038e-13,22.7746417122686,"Up",NA,"'NPRL3',"
"SYT17",0.7170951022824,2.01154994745565,5.17561593146627,1.00568950849846e-06,5.85588924521292e-06,4.9556405368219,"Up",NA,"'SYT17',"
"BRAT1",0.7164099391128,3.82469017655793,7.94104878028488,1.67897529582033e-12,5.23347487260309e-11,17.9509329890819,"Up",NA,"'BRAT1',"
"NAA60",0.716097561975342,3.77349024374014,8.43304276590121,1.30143529020847e-13,5.89876352628981e-12,20.4658077332563,"Up",NA,"'NAA60',"
"E2F5",0.715802365469445,1.53695173169646,9.55757599962209,3.41453295309247e-16,3.69052419651995e-14,26.3188682886562,"Up",NA,"'E2F5',"
"TECPR1",0.715729578096932,2.63235934676311,6.4386071335512,3.08856461729881e-09,3.5751407667668e-08,10.5819881263493,"Up",NA,"'TECPR1',"
"KRT8",0.715519147420308,6.39818056009818,4.44738388338785,2.05537379319793e-05,8.82337431411361e-05,2.05252685249475,"Up",NA,"'KRT8',"
"OPLAH",0.715072300703535,3.04150142252889,5.53599479302663,2.05793334230173e-07,1.42603226215794e-06,6.49238319794625,"Up",NA,"'OPLAH',"
"GPSM1",0.7146548141881,2.46776558448575,5.26467066337649,6.83149433955089e-07,4.16780479646749e-06,5.32967357769043,"Up",NA,"'GPSM1',"
"SLC25A29",0.714439751911636,2.79313017702229,5.67663583727219,1.0914792145862e-07,8.16176639241943e-07,7.10814246743216,"Up",NA,"'SLC25A29',"
"PTK6",0.713915060922415,2.13467759590327,3.45392782937721,0.000780446071928519,0.00225670855625239,-1.38989114800648,"Up",NA,"'PTK6',"
"CHIT1",0.713863733536458,0.68630228122167,3.99001975004698,0.000118143009147477,0.000420580823443348,0.386766383589954,"Up",NA,"'CHIT1',"
